# ell Cl ell_ellplus1_Cl_over_2pi quadrupole_normalized
2 2038.4689649860327 1946.5944727016808 1
7 215.01122761974347 1916.3255829725742 0.98445033613647503
12 73.508703889751487 1825.0866791558519 0.93757929797407247
17 35.229628148603055 1715.7326557207032 0.88140220255502721
22 19.828166426424556 1596.8098538024005 0.82030945643556985
27 12.258751636438408 1474.9869348207255 0.75772686890125052
32 8.0669963623508778 1355.8008784029396 0.6964988842905846
37 5.559188291528053 1243.9898484224411 0.639059581164795
42 3.9788806815174032 1143.6649023560374 0.58752088244078049
47 2.9477589260588628 1058.403311707184 0.54372049574261083
52 2.2599899633012264 991.30170993700347 0.50924921643344367
57 1.7960249724814081 945.00771006049604 0.48546717013375607
62 1.4827074450401787 921.73873555969055 0.47351348649439462
67 1.2733157231438619 923.29386306887477 0.47431238299337924
72 1.1369296295711881 951.0625329158969 0.48857763969498796
77 1.0524614471129967 1006.0316769804271 0.5168162609565794
82 1.0051555684349123 1088.7930984545258 0.5593322665420849
87 0.98445746995848227 1199.5518230840423 0.61623098180237956
92 0.98267403358779659 1338.1364101692054 0.68742433461860397
97 0.99410682173841058 1504.0109411777421 0.77263701416470343
102 1.0144778283013534 1696.2899457947483 0.87141413868316664
107 1.0405397866551791 1913.755075924194 0.98312982121442627
112 1.0698073089508373 2154.8753761266094 1.1069975828791165
117 1.1003669179218576 2417.8286849936062 1.2420813471425811
122 1.1307417334836052 2700.5268224806791 1.3873083789930907
127 1.1597924435167013 3000.6414008296292 1.5414825444690774
132 1.1866450723546427 3315.6336908372305 1.7032996534894389
137 1.210636084417746 3642.7838258801985 1.8713624624775465
142 1.2312715688775182 3979.2237941888652 2.0441976230755938
147 1.2481952169482242 4321.9694808134363 2.2202721426692276
152 1.2611640608568409 4667.9558162597405 2.3980114408632214
157 1.2700286406548664 5014.0699215230325 2.5758163766714071
162 1.2747178860826489 5357.1872950231209 2.7520818383851027
167 1.2752260516642495 5694.2045087561164 2.9252135401643895
172 1.2716027254806501 6022.0746085852697 3.0936462077934626
177 1.2639439838126658 6337.8393612709124 3.2558601445500961
182 1.2523852523521661 6638.6619486104282 3.4103980267634384
187 1.2370947301355033 6921.8557477443319 3.5558796887661348
192 1.2182683061427531 7184.9146802723044 3.6910177137718634
197 1.1961244588926045 7425.5379019703023 3.8146301174195716
202 1.1709002133749027 7641.6549572057565 3.9256532700413422
207 1.1428471984231574 7831.4464033204495 4.0231524917725547
212 1.1122281985511169 7993.362296092906 4.1063315488607692
217 1.0793139653202874 8126.1372929904219 4.1745404124733518
222 1.0443804932901679 8228.8040497140264 4.2272821407394936
227 1.0077061621240928 8300.7006123628016 4.2642166762357281
232 0.96956940213831189 8341.4766618613394 4.2851640538587334
237 0.93024646991366333 8351.0957924466566 4.2901055713243448
242 0.89000934147089983 8329.8337985882699 4.2791829091281057
247 0.84912383563747973 8278.274017539301 4.252695737931421
252 0.80784797111333251 8197.3000521643698 4.2110979801495727
257 0.7664302810459771 8088.0833097450541 4.1549914084157411
262 0.725108513741203 7952.0696597566148 4.0851187914450033
267 0.68410839955385228 7790.9624251475698 4.0023551563538984
272 0.64364248889295383 7606.7017473799815 3.9076971881167579
277 0.6039092602140953 7401.4427744009599 3.8022520243409956
282 0.56509236521417749 7177.5316330000551 3.687224911842244
287 0.52735989701295682 6937.4779696048017 3.5639051003654951
292 0.49086397137468446 6683.9279572010491 3.4336519757627881
297 0.45574034276681574 6419.6347560893155 3.297879885161441
302 0.42210816529112888 6147.4280774425115 3.1580425012254802
307 0.39006990274060077 5870.1833417828311 3.0156169783198838
312 0.35971140395203532 5590.7911587774424 2.872088273741976
317 0.33110199154034009 5312.1252561303036 2.7289326722260743
322 0.30429480617932075 5037.0129264407924 2.5876026039722158
327 0.27932713742897852 4768.2043402171803 2.4495108801985772
332 0.25622094533940348 4508.3443266546738 2.3160161964281842
337 0.23498340590261935 4259.9443632768753 2.1884087430724559
342 0.21560762620852034 4025.3576750499915 2.0678974134058814
347 0.19807333186190934 3806.7543917550552 1.9555970414688664
352 0.18234774518754504 3606.101096546251 1.8525178958005253
357 0.16838641789481043 3425.1408279926181 1.7595554061339038
362 0.15613419640073578 3265.3772265463872 1.677482019156443
367 0.14552617175275406 3128.0603215349665 1.6069398970364523
372 0.13648871507192034 3014.1762852161692 1.548435653900111
377 0.12894049436507385 2924.4393077175282 1.5023361818441285
382 0.12279354346281272 2859.2873346170099 1.4688664612555904
387 0.11795430439973521 2818.8801802818466 1.4481085916007557
392 0.11432470291930252 2803.1015435452719 1.4400028269138376
397 0.11180319242092442 2811.5636190889868 1.4443499447457147
402 0.11028578845736757 2843.614913666212 1.4608152614959167
