# ell Cl ell_ellplus1_Cl_over_2pi quadrupole_normalized
2 2038.4689417384052 1946.5944505018319 1
22 19.828143205531493 1596.8079837681239 0.82030850512106757
42 3.9788574680211473 1143.6582300119653 0.58751746143996775
62 1.4826842242375151 921.72430013390431 0.47350607616100199
82 1.0051323223085928 1088.7679180519121 0.55931933730275862
102 1.0144545524330757 1696.2510266382744 0.87139415516209906
122 1.1307184134949642 2700.4711278397544 1.3872797834924337
142 1.2312481918705442 3979.1482443713116 2.0441588351109741
162 1.2746944279209513 5357.0887086871307 2.7520312242265321
182 1.2523617156677229 6638.5371850114343 3.4103339723895854
202 1.1708765543897774 7641.5005513914102 3.9255739938133654
222 1.044356743610674 8228.6169230297819 4.2271860586618057
242 0.88998557359488595 8329.6113487243019 4.2790686815001076
262 0.7250846570466094 7951.8080298161785 4.0849844341055235
282 0.56506843235889248 7177.2276493746331 3.6870687921278846
302 0.42208431068061031 6147.0806676681059 3.1578640666952427
322 0.30427102448548499 5036.619266421525 2.5874004033675759
342 0.2155837694280775 4024.9122730206368 2.067668626088508
362 0.15611040253302963 3264.8796036326999 1.6772264005946458
382 0.12276977516860114 2858.7338822066622 1.4685821597147166
402 0.11026195318054248 2843.0003435606773 1.4604995626221744
422 0.11212352900993927 3185.4420474560989 1.6364179229191227
442 0.12174887136738186 3794.120074689085 1.9491065916225954
462 0.13325835047318557 4536.6735696535634 2.3305694560487464
482 0.14212738827274149 5266.1360657969417 2.7053072428308482
502 0.14553073224806021 5848.5276624005792 3.0044921071735451
522 0.14239854582683084 6187.2530414752946 3.1785013256768613
542 0.13321846168719426 6239.986673719598 3.2055915252973879
562 0.11964693564883641 6025.1300049431602 3.095215854226792
582 0.10401202507031412 5616.8810011350652 2.8854911199849731
602 0.088795485105769081 5130.0880509560811 2.635416971230728
622 0.076171277979785484 4697.7489604049806 2.4133167333308188
642 0.067656917427095536 4445.0672851389336 2.2835096873891714
662 0.063923438784049061 4465.3116932414432 2.2939095979084323
682 0.064767993035896212 4801.5963701731343 2.4666649845504711
702 0.069229688224568861 5437.5710482252634 2.7933764255946882
722 0.075820947852249021 6299.1918540641336 3.2360062736437998
742 0.082818429082181608 7266.7436389961313 3.7330547393283511
762 0.088564585123161663 8195.2033340921462 4.2100209070150294
782 0.09172836252610396 8939.068959295184 4.5921578359532935
802 0.091492493886381129 9377.6822005336835 4.8174812160366107
822 0.087634112965577785 9435.5013146195397 4.8471839176296161
842 0.080519353420888007 9096.2015888596943 4.6728796470752769
862 0.070980520380185361 8403.832198551605 4.3171972448524638
882 0.060166411660047665 7457.6763390651631 3.8311402445139895
902 0.049314777687923493 6392.8056155819741 3.2840973187475742
922 0.039576299953855955 5360.2857582517108 2.7536736051363087
942 0.031828556591638003 4499.8669320455037 2.3116612352847494
962 0.026580470617466205 3919.0802529263337 2.0133008454411216
982 0.023926689933555637 3675.9344542344097 1.8883925479633183
1002 0.02357522664213715 3770.8969365640401 1.937176454803877
1022 0.02493726381426635 4149.4970571067961 2.1316700332917602
1042 0.027248167577680227 4713.1304528914679 2.4212184780843398
1062 0.029709266824649763 5337.8927939025143 2.742169943270107
1082 0.031614928875403389 5896.1436810464702 3.0289532981697569
1102 0.032462298669135546 6279.9546531022725 3.2261237832478669
1122 0.03200192639395389 6417.5441749051961 3.2968059542401105
1142 0.030250884134927936 6284.4972153703875 3.2284573778324726
1162 0.027474621507886599 5909.3225073372432 3.0357234943384435
1182 0.024088595807925012 5360.852243416678 2.7539646185853712
1202 0.020596097218547341 4739.9652721640687 2.4350039993908879
1222 0.017486530337741838 4159.3114369991717 2.1367118538362733
1242 0.01513773726823079 3719.4079879220644 1.9107256711654557
1262 0.013781256955898389 3496.001960096311 1.7959580431327347
1282 0.01346240616503357 3524.1752951933609 1.8104311836935671
1302 0.01404673229799443 3792.7204847374428 1.9483875975089109
1322 0.015261533616268776 4248.2455250134262 2.1823988678885984
1342 0.016748880868432382 4804.3479551633882 2.4680785224291726
1362 0.018131859981530735 5357.1702910641961 2.7520731345366354
1382 0.019083505519604162 5805.0840166968264 2.982174337957388
1402 0.019371692870038027 6064.4775289345007 3.1154293732683138
1422 0.018885488301128926 6082.0900581425312 3.1244772410475989
1442 0.017661146664742014 5848.8518403050812 3.0046586430970494
1462 0.015855438113361334 5397.4680126886678 2.7727747869091068
1482 0.0136961624328031 4790.8037882303524 2.4611206443105202
1502 0.011458489239172608 4116.9577123261897 2.1149539963318187
1522 0.0094208269444296146 3475.5513827033701 1.7854522198023184
1542 0.0077976482253199163 2952.8002599562269 1.5169057217824675
1562 0.0067188157117661872 2610.6753485141799 1.3411501033721471
1582 0.0062250020346503957 2481.1157372000171 1.2745930394286213
1602 0.0062605386154652113 2558.7500514071403 1.3144751598092221
1622 0.0066901767923486883 2803.0258039332552 1.4399639345579327
1642 0.0073316006212056136 3147.9632031369756 1.6171643776778624
1662 0.0079906804353625759 3515.0148403461671 1.8057252960111934
1682 0.0084920972411208669 3826.0020431482872 1.9654849227387574
1702 0.0087045117403376469 4015.4918680513119 2.0628291974304758
1722 0.008564626842632506 4044.3338828181713 2.0776458505650943
1742 0.0080849549058311463 3906.9987419046688 2.0070943595351589
1762 0.0073320023848254907 3624.9410269995756 1.8621963224363789
1782 0.0064106967097935967 3241.7864704599383 1.6653630496194038
1802 0.0054543757800886387 2820.4324350442334 1.4489060288428983
1822 0.0046005376743782911 2432.001085693395 1.2493619742244848
1842 0.003953141375077328 2135.8829006087099 1.0972408248970809
1862 0.003570994712178473 1971.5231013303805 1.012806288861104
1882 0.0034666628360939785 1955.2472126660011 1.0044450769711886
1902 0.0036076945839941038 2078.2567367562979 1.0676372452518414
1922 0.0039216628422796941 2306.8696348141179 1.1850797346203299
1942 0.0043117755394111628 2589.3949832933613 1.3302180033575126
1962 0.0046759824596474863 2866.2383839615045 1.472437355003549
1982 0.0049273611080604043 3082.2005050603125 1.5833809164850547
2002 0.0050060885774815102 3194.9471885373046 1.6413008820166148
2022 0.0048831383987675376 3179.0415119803652 1.6331298546344917
2042 0.0045626862031317751 3029.4573130911976 1.5562858058648033
2062 0.0040844389739527788 2765.2884020590545 1.420577563727341
2082 0.003519609619701723 2429.3194248049062 1.2479843575936569
2102 0.0029451846235814655 2072.0710377223791 1.0644595422473331
2122 0.0024294754967418941 1741.9192900723388 0.89485474985468694
2142 0.0020255084350117524 1479.7754749745932 0.76018683531801245
2162 0.0017675533777707915 1315.5424863377091 0.67581744415153466
2182 0.0016658104840711501 1262.8570837425762 0.64875202095485862
2202 0.0017025830790147764 1314.4989886517585 0.67528138093318857
2222 0.0018385153145419537 1445.3429245346151 0.742498225124399
2242 0.0020220611373267853 1618.3755026509396 0.83138812105095772
2262 0.0022000908687335769 1792.4122555540007 0.92079387932700463
2282 0.0023278714573573096 1930.1927434657816 0.99157415298711959
2302 0.0023738235242265187 2002.9394393712623 1.028945417395444
2322 0.0023220365086714864 1993.4282131836951 1.0240593322711824
2342 0.0021737694607545802 1898.4221571478222 0.97525304084700803
2362 0.0019484287291864839 1730.8055178998698 0.88914540851262991
