# ell Cl ell_ellplus1_Cl_over_2pi quadrupole_normalized
80 1.0203698806047776 1052.3319786165866 1080
82 1.0051557714062165 1088.7933183147763 1117.4199850182376
84 0.99416749201860433 1129.7384281984775 1159.4416279721377
86 0.98687111285064499 1175.1634410513627 1206.0609599681202
88 0.98279458205440196 1225.0549347724454 1257.2642060099299
90 0.98151948658421062 1279.3900230730412 1313.0278780802091
92 0.98267424279826299 1338.1366950573097 1373.3191236493285
94 0.98592791714256278 1401.2536428016317 1438.0955487214626
96 0.99098540529774637 1468.6907425104944 1507.3057116410744
98 0.99758294358445498 1540.3890296848363 1580.8890976083862
100 1.0054843548150327 1616.2808332308141 1658.7762563141459
102 1.0144780205249546 1696.2902672083396 1740.8893066172677
104 1.0243737894727885 1780.3329416786096 1827.1416397899366
106 1.0350008739390404 1868.3166798857351 1917.4386555554497
108 1.0462055508626442 1960.1414159601568 2011.6776571020405
110 1.0578493168373206 2055.6993828949489 2109.7480440014742
112 1.0698075218408143 2154.8758049434305 2211.53202281125
114 1.0819675872796055 2257.548421025776 2316.9041179505675
116 1.0942281323866887 2363.5884486460318 2425.7321609607502
118 1.1064976881808963 2472.8604645293576 2537.8771680041882
120 1.1186936953661202 2585.2225682656913 2653.1935078105389
122 1.1307419303147013 2700.5272925682675 2771.5298358678606
124 1.1425753234347706 2818.6209139817051 2892.7283870077586
126 1.1541337158764853 2939.3447461038973 3016.6263026288061
128 1.1653630215378106 3062.5348880996071 3143.055372598028
130 1.1762146390031267 3188.0223681027787 3271.8421824235652
132 1.186645282978205 3315.6342793456188 3402.8092792549746
134 1.1966161451032995 3445.193004284567 3535.7743756098434
136 1.2060928924152754 3576.5175898605912 3670.5517607925676
138 1.2150450635043919 3709.423368670843 3806.9519121058156
140 1.2234457901791411 3843.722366510488 3944.7819131074889
142 1.2312717674093747 3979.2244358041735 4083.846616842487
144 1.2385025541808363 4115.7362177026007 4223.947580650618
146 1.2451207614049664 4253.0628136557034 4364.8847816889502
148 1.2511116113259855 4391.0074117080412 4506.4562334017228
150 1.2564627487980649 4529.3716274382605 4648.4583354238284
152 1.2611642726859293 4667.9566003043037 4790.6869987512391
154 1.2652081897354035 4806.5619606149376 4932.9365855520455
156 1.2685887066417014 4944.9877863009369 5075.0019173852697
158 1.2713018099631281 5083.0339244331408 5216.677578880207
160 1.2733451381612171 5220.5002964900495 5357.7582310301432
162 1.274718093511358 5357.1881667724374 5498.0399129562657
164 1.2754214242221897 5492.8992305886177 5637.319106119392
166 1.2754574394803087 5627.4372644827845 5775.3944279362922
168 1.2748296605008802 5760.6073912195798 5912.0658774391504
170 1.2735428160186348 5892.2167422561988 6047.1355151654552
172 1.27160292670252 6022.0755615347161 6180.408595971353
174 1.2690169137923559 6149.9960825320259 6311.6924165568626
176 1.2657927986368522 6275.7940973151981 6440.7979257750012
178 1.2619395116484273 6399.2886974378971 6567.5394587158244
180 1.257466846562741 6520.3026583031105 6691.7351311748562
182 1.2523854618205448 6638.6630589634551 6813.2074757492537
184 1.2467066467276915 6754.2006450324252 6931.7827879986517
186 1.2404425269957333 6866.7514747122232 7047.2928157505212
188 1.2336058379201418 6976.1562790281805 7159.574102513815
190 1.2262098613276169 7082.2606197419509 7268.4681495440291
192 1.218268505413491 7184.9158555004888 7373.8224073942647
194 1.2097961435954203 7283.9787265097521 7475.4898496691376
196 1.2008076852745979 7379.3122559734738 7573.3298981642638
198 1.1913183966370215 7470.7851462943127 7667.2078031922738
200 1.1813439439979472 7558.2724727937293 7756.9953555420398
202 1.1709004258533791 7641.6563439056508 7842.5715640302242
204 1.1600041760912145 7720.8250707968564 7923.82180328923
206 1.148671836448856 7795.6740180625266 8000.6386868293403
208 1.136920310313003 7866.1056953789803 8072.9221611011835
210 1.1247667256427376 7932.0298824039164 8140.579633679874
212 1.112228399358945 7993.3637392587289 8203.5260866521385
214 1.0993227641233394 8050.0316168486943 8261.6838819494151
216 1.0860674382794195 8101.965878495449 8314.9836045827906
218 1.0724801355439908 8149.1065642507792 8363.3637181308804
220 1.0585786188308948 8191.401324539519 8406.7704966380661
222 1.044380704447208 8228.805713446658 8445.1583256127378
224 1.029904249018746 8261.2833479910587 8478.4898654886456
226 1.0151671231563129 8288.8059488958515 8506.736093467247
228 1.0001871318842566 8311.3529168507466 8529.8758686390502
230 0.98498204727469874 8328.9117880872636 8547.8963995368831
232 0.96956960596241937 8341.4784154171266 8560.7934299341669
234 0.95396743622391456 8349.0565299753762 8568.5707890653321
236 0.93819303303735424 8351.6576638100832 8571.2403121802472
238 0.92226377545033289 8349.3014307920075 8568.8221288395998
240 0.90619692711480149 8342.0156659119857 8561.3448058746853
242 0.89000955317578312 8329.835779990497 8548.8446851309454
244 0.87371851505761389 8312.8047760204772 8531.3659002404565
246 0.85734050607731116 8290.9736516514677 8508.9607896882462
248 0.84089200790490803 8264.4010535243797 8481.6895420587844
250 0.82438924479438336 8233.1528646364968 8449.6197725519414
252 0.80784818052100449 8197.3021770413052 8412.8264949650456
254 0.79128454402864246 8156.929552622265 8371.3923893229421
256 0.77471379218374692 8112.1226453581421 8325.4074142118861
258 0.75815106096591323 8062.9756594915998 8274.9682507022444
260 0.74161118957399874 8009.5895416272406 8220.1784994972077
262 0.72510872506851731 7952.0719773263199 8161.1486774379591
264 0.70865787940263025 7890.5368565777017 8097.9956689207474
266 0.69227250897643722 7825.1039447051671 8030.842388151651
268 0.6759661306198913 7755.8989439584175 7959.8178423569434
270 0.65975192657382209 7683.0534366454885 7885.0570734203302
272 0.6436427018192078 7606.7042637870481 7806.7005202007704
274 0.62765086496427047 7526.9931353157899 7724.8936184831855
276 0.61178846720662272 7444.0669195981536 7639.7870981123187
278 0.59606718111490997 7358.0772237939082 7551.5365523190876
280 0.58049826593790643 7269.1797760293293 7460.3018036497924
282 0.56509257595130302 7177.5343096817405 7366.2467852082618
284 0.54986056906597369 7083.3044521772599 7269.5394265298482
286 0.53481230909072042 6986.6575325453487 7170.3514560761869
288 0.51995742090439678 6887.7637600889257 7068.8575583108213
290 0.50530510941297135 6786.7962026576342 6965.2353514012229
